date,weekday,n1,n2,n3,n4,n5,e1,e2
2021-08-20,Friday,8,31,34,36,45,8,10
2021-08-27,Friday,19,20,22,25,42,4,6
2021-09-03,Friday,5,9,20,44,48,4,10
2021-09-10,Friday,2,14,18,23,42,5,10
2021-09-17,Friday,14,17,20,27,32,3,7
2021-09-24,Friday,12,22,35,38,49,5,10
2021-10-01,Friday,20,33,34,37,39,4,8
2021-10-08,Friday,20,28,32,38,46,6,8
2021-10-15,Friday,2,6,8,21,25,6,9
2021-10-22,Friday,15,33,34,38,43,3,7
2021-10-29,Friday,11,23,37,38,44,4,8
2021-11-05,Friday,6,13,25,31,49,2,7
2021-11-12,Friday,4,30,43,44,46,1,3
2021-11-19,Friday,6,12,20,21,34,4,5
2021-11-26,Friday,7,17,21,37,39,3,5
2021-12-03,Friday,2,5,13,15,23,6,8
2021-12-10,Friday,8,9,30,34,48,5,8
2021-12-17,Friday,6,8,16,44,50,1,10
2021-12-24,Friday,3,17,21,35,42,8,9
2021-12-31,Friday,7,16,36,42,43,6,8
2022-01-07,Friday,8,17,21,23,47,2,6
2022-01-14,Friday,9,15,27,41,44,2,4
2022-01-21,Friday,2,5,9,29,32,2,4
2022-01-28,Friday,5,21,23,29,35,7,9
2022-02-04,Friday,12,18,27,33,41,9,10
2022-02-11,Friday,5,10,26,37,42,3,10
2022-02-18,Friday,5,10,25,29,32,4,7
2022-02-25,Friday,4,19,34,41,43,1,5
2022-03-04,Friday,1,17,20,36,49,6,9
2022-03-11,Friday,5,31,39,46,49,8,9
2022-03-18,Friday,1,8,33,38,43,2,6
2022-03-25,Friday,11,20,31,35,46,6,10
2022-03-29,Tuesday,10,15,18,24,39,2,11
2022-04-01,Friday,7,8,35,37,49,5,8
2022-04-05,Tuesday,9,10,28,38,48,8,12
2022-04-08,Friday,2,26,41,45,48,5,12
2022-04-12,Tuesday,19,20,24,36,41,4,5
2022-04-15,Friday,2,5,10,20,24,4,7
2022-04-19,Tuesday,3,7,15,17,35,3,4
2022-04-22,Friday,2,18,28,42,50,2,11
2022-04-26,Tuesday,10,27,32,41,49,1,9
2022-04-29,Friday,5,6,17,18,34,1,11
2022-05-03,Tuesday,6,13,22,24,30,5,10
2022-05-06,Friday,5,6,39,49,50,10,12
2022-05-10,Tuesday,3,7,34,43,50,5,10
2022-05-13,Friday,7,13,30,43,47,7,11
2022-05-17,Tuesday,2,13,41,45,50,2,3
2022-05-20,Friday,4,22,28,32,47,1,2
2022-05-24,Tuesday,25,26,40,45,47,4,5
2022-05-27,Friday,8,26,29,41,48,3,5
2022-05-31,Tuesday,14,30,37,39,50,4,12
2022-06-03,Friday,4,22,27,39,41,1,9
2022-06-07,Tuesday,5,7,45,48,49,3,8
2022-06-10,Friday,3,21,23,28,46,10,12
2022-06-14,Tuesday,11,28,30,35,50,7,8
2022-06-17,Friday,1,2,23,43,45,1,9
2022-06-21,Tuesday,6,10,17,29,49,2,5
2022-06-24,Friday,13,24,30,35,48,4,5
2022-06-28,Tuesday,2,10,23,29,50,3,10
2022-07-01,Friday,4,10,24,34,35,7,8
2022-07-05,Tuesday,7,16,28,36,43,2,11
2022-07-08,Friday,6,10,22,30,36,8,10
2022-07-12,Tuesday,3,16,26,30,47,1,2
2022-07-15,Friday,9,11,16,19,32,3,5
2022-07-19,Tuesday,20,23,24,37,43,9,10
2022-07-22,Friday,1,11,17,19,33,3,7
2022-07-26,Tuesday,1,2,7,24,25,2,5
2022-07-29,Friday,14,26,29,46,50,10,11
2022-08-02,Tuesday,6,11,39,40,47,7,8
2022-08-05,Friday,10,12,17,31,49,2,8
2022-08-09,Tuesday,23,26,36,40,44,5,10
2022-08-12,Friday,14,32,34,38,46,2,5
2022-08-16,Tuesday,4,17,32,34,49,4,9
2022-08-19,Friday,4,13,32,39,41,6,8
2022-08-23,Tuesday,2,9,18,21,39,4,10
2022-08-26,Friday,2,6,18,29,37,10,12
2022-08-30,Tuesday,18,27,41,45,49,7,9
2022-09-02,Friday,2,5,11,22,24,7,12
2022-09-06,Tuesday,6,10,11,20,38,3,9
2022-09-09,Friday,9,18,26,41,43,4,9
2022-09-13,Tuesday,20,22,26,34,40,8,12
2022-09-16,Friday,16,25,27,41,45,3,9
2022-09-20,Tuesday,2,13,22,36,40,3,5
2022-09-23,Friday,20,30,38,39,44,2,12
2022-09-27,Tuesday,15,23,26,31,44,1,8
2022-09-30,Friday,8,12,15,17,46,1,8
2022-10-04,Tuesday,17,42,43,48,49,3,7
2022-10-07,Friday,16,17,26,30,35,3,9
2022-10-11,Tuesday,7,35,36,39,47,3,8
2022-10-14,Friday,3,5,8,10,44,7,12
2022-10-18,Tuesday,13,18,24,34,50,5,6
2022-10-21,Friday,2,11,18,47,49,2,7
2022-10-25,Tuesday,17,26,35,37,39,3,4
2022-10-28,Friday,4,5,21,30,43,5,11
2022-11-01,Tuesday,18,32,39,42,44,4,7
2022-11-04,Friday,7,9,40,48,49,7,8
2022-11-08,Tuesday,15,17,23,35,38,4,9
2022-11-11,Friday,11,15,24,28,41,3,12
2022-11-15,Tuesday,1,7,11,33,48,9,12
2022-11-18,Friday,13,14,25,28,42,11,12
2022-11-22,Tuesday,11,20,23,37,46,9,11
2022-11-25,Friday,4,6,8,42,48,6,11
2022-11-29,Tuesday,9,16,32,37,46,7,12
2022-12-02,Friday,6,12,25,48,49,11,12
2022-12-06,Tuesday,8,12,37,44,47,7,10
2022-12-09,Friday,6,8,13,21,32,3,6
2022-12-13,Tuesday,3,13,33,36,47,3,11
2022-12-16,Friday,9,14,15,20,47,8,12
2022-12-20,Tuesday,6,11,26,43,49,5,8
2022-12-23,Friday,9,34,35,42,44,6,11
2022-12-27,Tuesday,28,33,34,37,44,4,11
2022-12-30,Friday,3,37,45,47,50,5,10
2023-01-03,Tuesday,28,29,31,37,50,4,5
2023-01-06,Friday,14,28,31,47,50,7,12
2023-01-10,Tuesday,9,16,27,41,45,1,4
2023-01-13,Friday,7,14,34,41,49,4,9
2023-01-17,Tuesday,6,11,16,35,44,2,6
2023-01-20,Friday,1,12,15,31,47,9,10
2023-01-24,Tuesday,9,16,17,27,31,1,9
2023-01-27,Friday,4,9,29,34,37,3,12
2023-01-31,Tuesday,20,21,30,41,43,10,11
2023-02-03,Friday,1,7,17,44,50,2,10
2023-02-07,Tuesday,10,15,25,37,46,7,12
2023-02-10,Friday,3,10,20,36,42,8,10
2023-02-14,Tuesday,1,2,6,14,45,2,7
2023-02-17,Friday,5,12,15,21,39,3,4
2023-02-21,Tuesday,13,20,34,38,43,3,6
2023-02-24,Friday,1,5,12,18,20,6,7
2023-02-28,Tuesday,6,20,27,38,49,3,9
2023-03-03,Friday,1,18,37,46,48,3,7
2023-03-07,Tuesday,4,11,12,16,42,3,5
2023-03-10,Friday,6,17,22,39,46,5,12
2023-03-14,Tuesday,9,16,32,34,48,2,6
2023-03-17,Friday,5,18,21,29,45,1,6
2023-03-21,Tuesday,8,13,16,44,47,6,8
2023-03-24,Friday,6,21,23,26,43,3,9
2023-03-28,Tuesday,6,12,36,37,44,1,11
2023-03-31,Friday,10,11,31,37,44,5,12
2023-04-04,Tuesday,1,15,19,24,33,7,8
2023-04-07,Friday,16,28,32,36,48,5,10
2023-04-11,Tuesday,5,19,33,37,42,7,9
2023-04-14,Friday,7,11,20,21,29,6,11
2023-04-18,Tuesday,16,28,31,35,42,2,10
2023-04-21,Friday,5,13,16,41,45,3,6
2023-04-25,Tuesday,12,21,24,28,40,1,3
2023-04-28,Friday,4,8,9,30,35,6,7
2023-05-02,Tuesday,11,12,13,23,26,11,12
2023-05-05,Friday,17,18,30,33,35,6,8
2023-05-09,Tuesday,6,11,29,34,39,2,3
2023-05-12,Friday,10,27,30,32,34,5,8
2023-05-16,Tuesday,28,30,31,45,46,4,8
2023-05-19,Friday,1,5,8,20,35,3,12
2023-05-23,Tuesday,1,2,11,14,36,2,3
2023-05-26,Friday,1,3,29,45,47,5,8
2023-05-30,Tuesday,2,8,16,21,39,4,5
2023-06-02,Friday,8,9,11,13,50,6,11
2023-06-06,Tuesday,5,7,21,22,29,3,10
2023-06-09,Friday,8,13,24,35,46,6,8
2023-06-13,Tuesday,11,29,32,46,47,5,7
2023-06-16,Friday,5,19,33,36,42,7,12
2023-06-20,Tuesday,9,18,30,34,48,1,7
2023-06-23,Friday,2,3,18,23,39,6,8
2023-06-27,Tuesday,7,10,13,34,47,5,9
2023-06-30,Friday,3,14,23,41,43,2,6
2023-07-04,Tuesday,19,21,23,36,39,5,12
2023-07-07,Friday,9,18,20,40,41,3,9
2023-07-11,Tuesday,11,15,17,24,46,2,11
2023-07-14,Friday,2,4,12,31,50,6,8
2023-07-18,Tuesday,14,16,24,40,43,1,5
2023-07-21,Friday,7,16,22,38,41,5,9
2023-07-25,Tuesday,3,9,11,20,39,2,3
2023-07-28,Friday,10,16,34,36,49,3,7
2023-08-01,Tuesday,2,9,38,40,44,5,11
2023-08-04,Friday,3,17,19,32,38,6,7
2023-08-08,Tuesday,6,12,25,31,37,6,9
2023-08-11,Friday,1,35,36,38,39,3,10
2023-08-15,Tuesday,12,21,23,26,41,5,6
2023-08-18,Friday,2,16,22,28,46,4,8
2023-08-22,Tuesday,8,40,41,46,47,3,11
2023-08-25,Friday,2,5,11,27,38,10,12
2023-08-29,Tuesday,14,18,20,39,42,6,9
2023-09-01,Friday,1,13,16,23,27,10,11
2023-09-05,Tuesday,9,11,13,15,25,4,9
2023-09-08,Friday,21,29,31,46,49,5,6
2023-09-12,Tuesday,5,13,43,45,50,1,10
2023-09-15,Friday,3,8,10,31,36,2,3
2023-09-19,Tuesday,8,18,26,38,39,4,12
2023-09-22,Friday,14,24,31,44,45,7,11
2023-09-26,Tuesday,23,24,38,42,44,1,10
2023-09-29,Friday,14,24,29,45,48,3,9
2023-10-03,Tuesday,13,28,29,31,47,8,9
2023-10-06,Friday,17,18,40,43,50,9,11
2023-10-10,Tuesday,7,8,12,21,43,4,11
2023-10-13,Friday,16,23,30,37,41,2,9
2023-10-17,Tuesday,6,8,42,49,50,3,5
2023-10-20,Friday,11,16,22,34,46,2,5
2023-10-24,Tuesday,5,14,35,40,47,1,3
2023-10-27,Friday,6,13,15,20,40,2,8
2023-10-31,Tuesday,6,15,21,34,48,1,5
2023-11-03,Friday,6,21,23,31,39,1,5
2023-11-07,Tuesday,26,36,43,47,49,4,7
2023-11-10,Friday,1,17,22,29,31,5,6
2023-11-14,Tuesday,9,30,34,38,48,2,3
2023-11-17,Friday,4,14,15,20,28,7,9
2023-11-21,Tuesday,9,20,21,22,38,3,12
2023-11-24,Friday,16,27,33,34,39,2,7
2023-11-28,Tuesday,11,12,13,23,36,3,8
2023-12-01,Friday,23,32,38,45,49,1,9
2023-12-05,Tuesday,6,11,16,26,49,2,9
2023-12-08,Friday,2,8,28,32,37,3,6
2023-12-12,Tuesday,2,8,20,34,40,9,12
2023-12-15,Friday,7,15,17,18,39,1,10
2023-12-19,Tuesday,4,6,17,31,45,6,12
2023-12-22,Friday,4,6,12,31,38,2,12
2023-12-26,Tuesday,4,13,16,22,27,1,10
2023-12-29,Friday,2,21,34,40,48,2,6
2024-01-02,Tuesday,19,26,36,48,49,10,11
2024-01-05,Friday,11,30,32,45,47,3,10
2024-01-09,Tuesday,9,12,26,41,47,7,10
2024-01-12,Friday,3,31,34,43,45,6,9
2024-01-16,Tuesday,6,19,32,39,42,4,9
2024-01-19,Friday,10,12,18,33,47,7,10
2024-01-23,Tuesday,9,18,20,32,39,5,8
2024-01-26,Friday,18,23,35,37,41,6,7
2024-01-30,Tuesday,10,12,15,46,48,9,11
2024-02-02,Friday,13,17,21,30,39,8,11
2024-02-06,Tuesday,16,19,20,26,44,1,4
2024-02-09,Friday,4,10,11,20,22,7,10
2024-02-13,Tuesday,7,20,22,45,48,10,12
2024-02-16,Friday,7,11,17,18,34,3,5
2024-02-20,Tuesday,1,3,11,15,30,4,10
2024-02-23,Friday,10,19,22,37,41,2,6
2024-02-27,Tuesday,15,17,30,38,49,1,11
2024-03-01,Friday,13,26,30,34,41,3,7
2024-03-05,Tuesday,2,20,30,31,40,8,12
2024-03-08,Friday,2,11,17,23,49,4,12
2024-03-12,Tuesday,2,8,11,16,20,4,10
2024-03-15,Friday,16,20,25,30,49,3,10
2024-03-19,Tuesday,1,20,28,32,49,3,10
2024-03-22,Friday,5,17,36,37,50,3,7
2024-03-26,Tuesday,12,15,17,30,32,1,6
2024-03-29,Friday,7,11,30,31,39,5,10
2024-04-02,Tuesday,14,17,29,32,45,1,2
2024-04-05,Friday,5,8,16,30,37,1,10
2024-04-09,Tuesday,1,7,21,27,43,1,3
2024-04-12,Friday,1,34,39,47,49,1,12
2024-04-16,Tuesday,35,36,37,41,48,1,12
2024-04-19,Friday,8,14,21,34,36,1,2
2024-04-23,Tuesday,2,3,6,15,35,1,3
2024-04-26,Friday,3,18,23,29,47,5,12
2024-04-30,Tuesday,4,20,33,37,45,8,9
2024-05-03,Friday,9,17,36,40,45,5,7
2024-05-07,Tuesday,3,11,32,33,35,3,11
2024-05-10,Friday,28,31,39,45,49,8,11
2024-05-14,Tuesday,19,22,23,24,27,1,6
2024-05-17,Friday,1,2,29,36,48,1,11
2024-05-21,Tuesday,7,23,31,33,38,10,11
2024-05-24,Friday,2,3,4,21,45,6,12
2024-05-28,Tuesday,13,26,27,35,46,3,4
2024-05-31,Friday,4,23,34,39,45,6,7
2024-06-04,Tuesday,1,3,24,43,49,2,4
2024-06-07,Friday,8,15,29,37,45,5,10
2024-06-11,Tuesday,4,12,16,29,31,1,9
2024-06-14,Friday,10,21,27,42,46,2,6
2024-06-18,Tuesday,4,10,23,24,45,7,8
2024-06-21,Friday,2,22,24,30,40,5,6
2024-06-25,Tuesday,8,14,25,31,45,3,12
2024-06-28,Friday,1,8,30,43,45,10,12
2024-07-02,Tuesday,10,29,30,32,40,6,12
2024-07-05,Friday,4,11,16,25,32,1,11
2024-07-09,Tuesday,5,14,25,26,44,8,10
2024-07-12,Friday,2,14,30,32,34,3,4
2024-07-16,Tuesday,8,22,27,36,43,5,8
2024-07-19,Friday,13,18,22,26,32,10,11
2024-07-23,Tuesday,9,13,21,24,38,6,12
2024-07-26,Friday,7,11,22,26,46,5,11
2024-07-30,Tuesday,2,16,30,31,49,2,5
2024-08-02,Friday,14,20,26,30,31,1,2
2024-08-06,Tuesday,4,9,22,32,35,9,10
2024-08-09,Friday,15,18,25,29,35,1,5
2024-08-13,Tuesday,6,9,33,34,50,1,7
2024-08-16,Friday,4,11,16,46,50,1,3
2024-08-20,Tuesday,25,28,29,31,33,6,12
2024-08-23,Friday,13,21,22,26,48,2,7
2024-08-27,Tuesday,15,24,29,33,39,2,9
2024-08-30,Friday,8,11,25,31,48,11,12
2024-09-03,Tuesday,5,17,23,36,37,5,9
2024-09-06,Friday,7,11,27,42,45,3,10
2024-09-10,Tuesday,7,10,31,41,46,1,5
2024-09-13,Friday,2,3,17,40,44,4,8
2024-09-17,Tuesday,1,3,13,24,44,11,12
2024-09-20,Friday,9,17,19,26,39,4,10
2024-09-24,Tuesday,3,13,34,41,43,1,5
2024-09-27,Friday,6,15,25,29,41,1,3
2024-10-01,Tuesday,17,37,42,45,50,6,7
2024-10-04,Friday,4,16,27,34,44,4,7
2024-10-08,Tuesday,13,29,42,44,48,2,8
2024-10-11,Friday,8,11,23,44,45,10,12
2024-10-15,Tuesday,9,20,38,44,45,4,12
2024-10-18,Friday,2,4,23,30,40,4,10
2024-10-22,Tuesday,4,32,36,38,47,3,9
2024-10-25,Friday,2,19,36,42,50,4,9
2024-10-29,Tuesday,3,17,26,30,49,1,10
2024-11-01,Friday,13,21,27,28,41,1,3
2024-11-05,Tuesday,22,29,36,38,43,1,6
2024-11-08,Friday,6,23,38,42,45,9,12
2024-11-12,Tuesday,2,3,34,38,49,10,11
2024-11-15,Friday,27,31,35,46,50,3,10
2024-11-19,Tuesday,4,7,19,26,27,4,5
2024-11-22,Friday,6,10,30,34,41,7,10
2024-11-26,Tuesday,20,21,28,32,37,1,5
2024-11-29,Friday,10,19,24,25,40,5,9
2024-12-03,Tuesday,7,20,23,24,37,4,10
2024-12-06,Friday,8,14,45,47,50,2,12
2024-12-10,Tuesday,17,23,30,41,43,4,11
2024-12-13,Friday,1,4,19,35,42,1,3
2024-12-17,Tuesday,11,14,18,35,42,4,11
2024-12-20,Friday,1,3,10,32,44,1,8
2024-12-24,Tuesday,9,15,28,36,39,6,7
2024-12-27,Friday,1,9,25,27,37,6,8
2024-12-31,Tuesday,2,21,26,34,49,7,12
2025-01-03,Friday,1,20,21,27,29,8,10
2025-01-07,Tuesday,1,16,20,23,44,5,9
2025-01-10,Friday,17,34,38,42,48,2,11
2025-01-14,Tuesday,10,11,17,20,30,2,6
2025-01-17,Friday,7,9,14,18,31,7,8
2025-01-21,Tuesday,3,17,22,28,40,4,9
2025-01-24,Friday,2,9,16,46,47,3,9
2025-01-28,Tuesday,2,7,28,43,46,5,12
2025-01-31,Friday,1,23,32,42,47,4,11
2025-02-04,Tuesday,10,18,21,41,42,3,9
2025-02-07,Friday,15,17,27,33,45,5,9
2025-02-11,Tuesday,3,12,22,28,47,1,12
2025-02-14,Friday,12,14,18,45,50,2,10
2025-02-18,Tuesday,1,9,14,19,44,2,3
2025-02-21,Friday,18,26,29,35,36,11,12
2025-02-25,Tuesday,28,31,38,42,48,3,10
2025-02-28,Friday,3,4,13,20,21,8,12
2025-03-04,Tuesday,4,12,35,37,48,4,10
2025-03-07,Friday,7,11,12,32,42,1,4
2025-03-11,Tuesday,15,18,22,23,44,1,11
2025-03-14,Friday,6,13,28,37,45,5,10
2025-03-18,Tuesday,1,7,14,47,50,3,7
2025-03-21,Friday,8,9,12,14,16,6,12
2025-03-25,Tuesday,3,11,30,35,50,4,5
2025-03-28,Friday,2,15,19,34,49,2,6
2025-04-01,Tuesday,12,17,39,41,50,9,12
2025-04-04,Friday,19,23,29,37,38,2,8
2025-04-08,Tuesday,17,39,40,41,47,5,8
2025-04-11,Friday,2,26,27,28,49,1,10
2025-04-15,Tuesday,8,11,13,33,35,1,10
2025-04-18,Friday,7,8,12,29,44,3,12
2025-04-22,Tuesday,10,16,23,29,38,3,5
2025-04-25,Friday,13,14,40,43,45,5,8
2025-04-29,Tuesday,17,21,27,30,34,8,11
2025-05-02,Friday,3,15,22,33,35,1,7
2025-05-06,Tuesday,1,21,22,46,49,9,10
2025-05-09,Friday,1,5,27,36,43,5,9
2025-05-13,Tuesday,14,16,19,33,34,5,12
2025-05-16,Friday,6,8,15,27,39,6,12
2025-05-20,Tuesday,8,19,20,21,28,7,10
2025-05-23,Friday,11,17,19,33,40,7,12
2025-05-27,Tuesday,6,9,17,25,41,4,10
2025-05-30,Friday,4,5,26,29,43,5,9
2025-06-03,Tuesday,6,8,19,26,30,1,12
2025-06-06,Friday,7,8,11,23,39,5,11
2025-06-10,Tuesday,1,17,20,28,42,2,12
2025-06-13,Friday,1,15,18,27,46,5,9
2025-06-17,Tuesday,10,13,15,33,35,7,12
2025-06-20,Friday,6,12,18,37,46,7,9
2025-06-24,Tuesday,20,31,35,40,44,3,4
2025-06-27,Friday,4,14,26,29,50,3,12
2025-07-01,Tuesday,1,9,10,12,14,6,8
2025-07-04,Friday,14,23,34,41,44,5,10
2025-07-08,Tuesday,21,27,29,34,43,6,10
2025-07-11,Friday,6,12,13,43,46,6,11
2025-07-15,Tuesday,13,28,33,37,45,6,11
2025-07-18,Friday,10,12,21,25,39,2,4
2025-07-22,Tuesday,5,20,42,46,48,7,8
2025-07-25,Friday,7,8,13,29,36,4,8
2025-07-29,Tuesday,20,21,38,43,49,6,11
2025-08-01,Friday,4,11,12,20,33,3,5
2025-08-05,Tuesday,1,18,21,22,34,1,6
2025-08-08,Friday,7,16,23,41,42,1,4
2025-08-12,Tuesday,11,16,29,37,42,1,11
2025-08-15,Friday,5,11,20,33,43,6,12
2025-08-19,Tuesday,3,4,11,33,47,6,9
2025-08-22,Friday,3,14,16,22,34,7,10
2025-08-26,Tuesday,8,14,21,26,35,4,8
2025-08-29,Friday,3,5,19,23,48,1,5
2025-09-02,Tuesday,1,5,12,38,47,7,8
2025-09-05,Friday,6,14,25,29,46,7,11
2025-09-09,Tuesday,14,18,24,27,50,8,9
2025-09-12,Friday,7,22,24,33,45,4,12
2025-09-16,Tuesday,8,9,14,37,39,1,9
2025-09-19,Friday,9,37,40,41,46,1,12
2025-09-23,Tuesday,7,18,31,32,33,10,11
2025-09-26,Friday,12,24,26,35,48,1,2
2025-09-30,Tuesday,8,11,13,24,27,3,7
2025-10-03,Friday,1,2,7,21,27,8,12
2025-10-07,Tuesday,10,22,38,42,48,2,9
2025-10-10,Friday,4,5,24,31,41,3,12
2025-10-14,Tuesday,8,12,13,49,50,2,4
2025-10-17,Friday,18,21,34,35,46,2,3
2025-10-21,Tuesday,6,21,30,40,46,3,4
2025-10-24,Friday,12,13,27,42,43,3,4
2025-10-28,Tuesday,3,4,22,45,50,9,12
2025-10-31,Friday,5,11,40,41,47,1,5
2025-11-04,Tuesday,3,21,22,33,39,1,9
2025-11-07,Friday,13,19,22,35,40,2,8
2025-11-11,Tuesday,8,24,25,41,50,8,9
2025-11-14,Friday,3,5,20,30,37,6,12
2025-11-18,Tuesday,19,25,27,41,49,3,9
2025-11-21,Friday,15,24,30,45,50,5,6
2025-11-25,Tuesday,1,23,30,35,46,4,8
2025-11-28,Friday,12,16,35,46,50,3,5
2025-12-02,Tuesday,14,30,34,35,40,4,6
2025-12-05,Friday,1,4,18,22,24,6,10
2025-12-09,Tuesday,2,30,32,33,37,2,9
2025-12-12,Friday,2,25,27,37,50,2,11
2025-12-16,Tuesday,12,22,28,30,31,4,11
2025-12-19,Friday,8,9,15,35,45,2,5
2025-12-23,Tuesday,24,29,35,40,41,6,7
2025-12-26,Friday,15,21,26,29,42,4,12
2025-12-30,Tuesday,10,18,20,23,27,1,6
2026-01-02,Friday,10,15,29,34,38,2,9
2026-01-06,Tuesday,21,23,30,33,38,8,12
2026-01-09,Friday,1,17,19,25,41,6,12
2026-01-13,Tuesday,2,16,27,33,47,6,12
2026-01-16,Friday,8,16,37,39,48,5,11
2026-01-20,Tuesday,16,26,32,37,45,2,3
2026-01-23,Friday,18,36,39,45,50,6,9
2026-01-27,Tuesday,13,18,19,29,32,8,9
2026-01-30,Friday,8,13,15,17,37,3,7
2026-02-03,Tuesday,3,20,27,37,44,1,2
2026-02-06,Friday,8,14,38,41,48,1,11
2026-02-10,Tuesday,12,19,34,39,47,4,5
2026-02-13,Friday,1,21,44,45,46,2,7
2026-02-17,Tuesday,8,23,39,40,44,6,7
2026-02-20,Friday,11,17,23,36,40,5,6
2026-02-24,Tuesday,4,5,26,38,48,2,9
2026-02-27,Friday,7,17,19,28,47,2,7
2026-03-03,Tuesday,1,9,14,35,49,2,10
2026-03-06,Friday,8,17,26,31,47,1,6
2026-03-10,Tuesday,2,3,17,18,28,4,10
2026-03-13,Friday,7,23,37,44,47,2,6
2026-03-17,Tuesday,12,13,16,17,37,4,11
2026-03-20,Friday,2,17,21,25,30,2,6
2026-03-24,Tuesday,9,15,23,43,48,3,5
2026-03-27,Friday,21,23,25,38,40,7,11
2026-03-31,Tuesday,5,15,18,20,35,7,8
2026-04-03,Friday,9,10,18,22,37,1,11
2026-04-07,Tuesday,2,4,16,23,27,5,8
2026-04-10,Friday,1,6,11,18,48,10,12
2026-04-14,Tuesday,13,22,32,46,47,6,7
2026-04-17,Friday,16,31,35,43,44,2,9
2026-04-21,Tuesday,31,32,36,39,47,7,8
2026-04-24,Friday,6,21,29,39,44,1,5
2026-04-28,Tuesday,19,20,41,43,46,5,7
2026-05-01,Friday,10,11,13,16,27,5,7
2026-05-05,Tuesday,1,30,33,34,43,5,10
2026-05-08,Friday,3,17,18,31,41,6,12
2026-05-12,Tuesday,7,15,19,28,35,3,11
2026-05-15,Friday,1,32,33,36,37,7,12
2026-05-19,Tuesday,10,36,37,39,47,5,6
2026-05-22,Friday,5,34,35,42,46,3,5
2026-05-26,Tuesday,5,11,23,33,42,10,12
2026-05-29,Friday,3,20,21,42,49,5,6
2026-06-02,Tuesday,2,36,38,40,46,7,8
2026-06-05,Friday,21,23,44,47,50,1,7
2026-06-09,Tuesday,1,14,22,39,48,8,11
2026-06-12,Friday,2,4,14,18,28,9,11
2026-06-16,Tuesday,9,26,29,37,42,1,7
2026-06-19,Friday,16,27,37,42,45,5,12
2026-06-23,Tuesday,24,27,43,48,50,4,12
2026-06-26,Friday,17,25,35,39,41,5,9
2026-06-30,Tuesday,12,19,34,44,50,3,8
2026-07-03,Friday,4,9,20,25,28,1,3
2026-07-07,Tuesday,6,16,24,41,46,2,3
2026-07-10,Friday,13,25,28,42,45,5,12
2026-07-14,Tuesday,5,6,17,34,36,3,11
2026-07-17,Friday,6,21,31,47,48,2,9
2026-07-21,Tuesday,4,8,10,17,37,5,7
